LAN

Fecha;Open;High;Low;Close;Volume
28-03-2007 00:00:00;7525;7580;7299;7317;923292
29-03-2007 00:00:00;7189;7580;7189;7411;1295308
30-03-2007 00:00:00;7411;7490;7330;7419;648626
02-04-2007 00:00:00;7419;7490;7400;7489,9;539595
03-04-2007 00:00:00;7500;7703;7500;7666,7;909549
04-04-2007 00:00:00;7666,7;7785;7640;7780,8;1141289
05-04-2007 00:00:00;7780,8;7785,5;7650;7724,6;722005
09-04-2007 00:00:00;7724,6;7785;7690;7742,2;464279
10-04-2007 00:00:00;7750;7785;7745;7775,1;393493
11-04-2007 00:00:00;7775,1;7950;7750;7808,7;441671
12-04-2007 00:00:00;7808,7;7880;7770;7870,2;376859
13-04-2007 00:00:00;7870,2;7900;7864;7889;245537
16-04-2007 00:00:00;7889;7970;7500;7904,3;567812
17-04-2007 00:00:00;7904,3;7966,6;7850;7900;390234
18-04-2007 00:00:00;7900;7940,1;7832;7940,1;1759512
19-04-2007 00:00:00;7900;8001;7850;7985,3;2045833
20-04-2007 00:00:00;7985,3;7970;7885;7885;306501
23-04-2007 00:00:00;7885;7960;7800;7802;263575
24-04-2007 00:00:00;7802;7960;7700;7805,1;663446
25-04-2007 00:00:00;7805,1;7875;7790;7850,1;1027265
26-04-2007 00:00:00;7850,1;7910;7800;7810;502007
27-04-2007 00:00:00;7810;7845;7750;7766,2;187770
30-04-2007 00:00:00;7766,2;7849;7651;7720,1;343545
02-05-2007 00:00:00;7710;7850;7650;7848,4;401921
03-05-2007 00:00:00;7848,4;8100;7819;8040,6;827961
04-05-2007 00:00:00;8040,6;8100;7960;8007,3;552378
07-05-2007 00:00:00;8007,3;8149;8000;8080;311300
08-05-2007 00:00:00;8080;8130;7900;7960;930366
09-05-2007 00:00:00;7960;8280,1;7959;8250,6;1294127
10-05-2007 00:00:00;8260;8340;8239;8322,3;719047
11-05-2007 00:00:00;8322,3;8600;8340;8589,7;1042923
14-05-2007 00:00:00;8589,7;8525;8299;8336,5;720408
15-05-2007 00:00:00;8336,5;8400;8290;8360,1;341710
16-05-2007 00:00:00;8360,1;8450;8349;8361,6;251566
17-05-2007 00:00:00;8361,6;8580;8360,1;8571,3;1509554
18-05-2007 00:00:00;8401;8650;8401;8569,9;14377490
22-05-2007 00:00:00;8569,9;8629;8211;8257,3;1194865
23-05-2007 00:00:00;8257,3;8629;8199,9;8304,2;911014
24-05-2007 00:00:00;8304,2;8629;8220;8221,7;716334
25-05-2007 00:00:00;8221,7;8629;8210;8285,9;532894
28-05-2007 00:00:00;8285,9;8370;8290;8358,1;268704
29-05-2007 00:00:00;8358,1;8480;8360;8400;399669
30-05-2007 00:00:00;8400;8426;8325;8408;338246
31-05-2007 00:00:00;8408;8500;8389;8465,7;405987
01-06-2007 00:00:00;8465,7;8550;8450;8499,5;501706
04-06-2007 00:00:00;8499,5;8600;8482;8500,3;397496
05-06-2007 00:00:00;8500,3;8549;8450;8460,2;323045
06-06-2007 00:00:00;8460,2;8549;8400;8450;233330
07-06-2007 00:00:00;8450;8469,9;8275;8292,7;428469
08-06-2007 00:00:00;8299,9;8469,9;8299,8;8450;676029
11-06-2007 00:00:00;8450;8500;8440;8463,6;256158
12-06-2007 00:00:00;8463,6;8461;8350;8409,9;374576
13-06-2007 00:00:00;8411;8479,9;8410;8470,1;726842
14-06-2007 00:00:00;8470;8700;8425,7;8638,5;2570666
15-06-2007 00:00:00;8638,5;8850;8590;8649,8;1606773
18-06-2007 00:00:00;8649,8;8720;8540;8568,4;429606
19-06-2007 00:00:00;8568,4;8720;8401;8646,3;433902
20-06-2007 00:00:00;8646,3;8830;8660;8737,6;809569
21-06-2007 00:00:00;8737,6;8830;8650;8776,4;698328
22-06-2007 00:00:00;8776,4;8821;8700;8812,1;453240
25-06-2007 00:00:00;8812,1;8950;8800;8855;630242
26-06-2007 00:00:00;8855;8920;8800;8812,7;619739
27-06-2007 00:00:00;8805;8920;8700;8824,3;622069
28-06-2007 00:00:00;8824,3;8880;8815;8830;578749
29-06-2007 00:00:00;8830;8870;8825;8859,2;471468
03-07-2007 00:00:00;8851;8997;8851;8879,6;333540
04-07-2007 00:00:00;8880,1;8880,1;8750;8776,6;409947
05-07-2007 00:00:00;8760;8800;8665;8699,5;678146
06-07-2007 00:00:00;8699,5;8730;8600;8603,7;417865
09-07-2007 00:00:00;8603,7;8750;8603,7;8737,2;449022
10-07-2007 00:00:00;8737;8750;8603,7;8669;401374
11-07-2007 00:00:00;8669;8750;8610;8640;1517745
12-07-2007 00:00:00;8640;8680;8585;8612,7;336845
13-07-2007 00:00:00;8620;8700;8610;8648,5;524641
17-07-2007 00:00:00;8648,5;8820;8670;8750;580189
18-07-2007 00:00:00;8750;8820;8635;8675;353385
19-07-2007 00:00:00;8675;8820;8600;8613,5;305380
20-07-2007 00:00:00;8613,5;8820;8520,1;8587,3;215553
23-07-2007 00:00:00;8587,3;8795;8505;8600;196349
24-07-2007 00:00:00;8600;8755;8611;8667,7;764611
25-07-2007 00:00:00;8667,7;8725;8620;8641,6;654442
26-07-2007 00:00:00;8641,6;8730;8360;8394,7;1256241
27-07-2007 00:00:00;8400;8730;8350;8450;557264
30-07-2007 00:00:00;8450;8480;8385;8400;312732
31-07-2007 00:00:00;8400;8489;8300;8380;625916
01-08-2007 00:00:00;8379,9;8410;8200;8337,4;433813
02-08-2007 00:00:00;8337,4;8495;8350;8490,8;415207
03-08-2007 00:00:00;8490,8;8610;8430;8510,7;439334
06-08-2007 00:00:00;8510,7;8510;8300;8383,6;256110
07-08-2007 00:00:00;8383,6;8500;8319,2;8411,3;243955
08-08-2007 00:00:00;8410;8551;8410;8510,3;830354
09-08-2007 00:00:00;8510,3;8500;8301;8323,7;424525
10-08-2007 00:00:00;8323,7;8401;8140;8250,3;487258
13-08-2007 00:00:00;8250,3;8407;8200;8209,1;558296
14-08-2007 00:00:00;8209,1;8244;7800;7896,3;733332
16-08-2007 00:00:00;7896,3;7610;7200;7568,4;2049593
17-08-2007 00:00:00;7568,4;7800;7560;7622,7;7901333
20-08-2007 00:00:00;7622,7;7650;7500;7591,2;1070253
21-08-2007 00:00:00;7600;7890;7500;7844,8;853260
22-08-2007 00:00:00;7844,8;8150;7999;8033,6;771145
23-08-2007 00:00:00;8033,6;8150;7950;8020;858718
24-08-2007 00:00:00;8020;8170;7950;8161,4;494465
27-08-2007 00:00:00;8161,4;8350;8200;8200;683133
28-08-2007 00:00:00;8200;8200;7900;7989,8;482588
29-08-2007 00:00:00;7989,8;8100;7988;8099,8;438635
30-08-2007 00:00:00;8099,8;8215;8080;8186,5;486658
31-08-2007 00:00:00;8186,5;8420;8200;8375;676024
03-09-2007 00:00:00;8375;8450;8350;8390;213641
04-09-2007 00:00:00;8390;8381;8275;8340;711963
05-09-2007 00:00:00;8340;8340;8200;8236,4;440980
06-09-2007 00:00:00;8236,4;8300,1;8201;8210,8;360173
07-09-2007 00:00:00;8210,8;8240;7970;8061;371676
10-09-2007 00:00:00;8060;8240;7999;8129,5;765149
11-09-2007 00:00:00;8129,5;8300,2;8150;8234,2;460920
12-09-2007 00:00:00;8234,2;8200,1;8155;8172,9;436200
13-09-2007 00:00:00;8172,9;8349;8175;8250,8;388631
14-09-2007 00:00:00;8250,8;8280;8190;8250;164982
20-09-2007 00:00:00;8450;8714;8300;8338;738478
21-09-2007 00:00:00;8338;8401;8304,3;8310;555743
24-09-2007 00:00:00;8310;8801;8130;8144;1408821
25-09-2007 00:00:00;8144;8330;7990;8014,9;1574956
26-09-2007 00:00:00;8014,9;8330;7850;7903,7;1347727
27-09-2007 00:00:00;7903,7;8050;7900;7900;1161914
28-09-2007 00:00:00;7900;8160;7900;8120,9;1241309
01-10-2007 00:00:00;8120,9;8260;8120,8;8190;477547
02-10-2007 00:00:00;8190;8350;8200;8340,4;666690
03-10-2007 00:00:00;8340,4;8340;8150;8200;430805
04-10-2007 00:00:00;8200;8340;8100;8115,1;553374
05-10-2007 00:00:00;8115,1;8340;8135;8210,6;501996
08-10-2007 00:00:00;8210,6;8250;8100;8144,1;587474
09-10-2007 00:00:00;8144,1;8300;8070;8198,9;3762970
10-10-2007 00:00:00;8198,9;8240;8145;8190;1013751
11-10-2007 00:00:00;8190;8350;8130;8150;961042
12-10-2007 00:00:00;8150;8300;8160;8180;656913
16-10-2007 00:00:00;8180;8300;8003;8010,2;718512
17-10-2007 00:00:00;8010;8130;8005;8069,5;1012148
18-10-2007 00:00:00;8069,5;8160;8050;8148,2;274515
19-10-2007 00:00:00;8148,2;8160;8010;8011,9;371942
22-10-2007 00:00:00;8011,9;8050;7900;8034,7;712944
23-10-2007 00:00:00;8034,7;8199,9;8099,9;8176,5;696848
24-10-2007 00:00:00;8176,5;8220;8140;8186,8;332672
25-10-2007 00:00:00;8200;8310;8050;8052,7;881239
26-10-2007 00:00:00;8052,7;8250;7900;8011,2;647520
29-10-2007 00:00:00;8011,2;8250;7990;8009,7;368848
30-10-2007 00:00:00;8009,7;8040;7990;7995,4;647932
31-10-2007 00:00:00;7995;8198;7989,9;8072,7;974704
02-11-2007 00:00:00;7950;8000;7895;7918,1;485918
05-11-2007 00:00:00;7918,1;7970;7650;7785;626715
06-11-2007 00:00:00;7785;7970;7680;7760,4;530135
07-11-2007 00:00:00;7760,4;7900;7435;7449,5;837032
08-11-2007 00:00:00;7449,5;7900;7220,1;7293;1636560
09-11-2007 00:00:00;7293;7600;7050;7225,7;2394208
12-11-2007 00:00:00;7225,7;7600;7040;7048;1329677
13-11-2007 00:00:00;7048;7375;7050;7235,7;3606211
14-11-2007 00:00:00;7235,7;7400;7213;7377,7;2547068
15-11-2007 00:00:00;7377,7;7400;7250;7268,3;375596
16-11-2007 00:00:00;7268,3;7400;7200;7200;312304
19-11-2007 00:00:00;7200;7400;7030;7087,4;365819
20-11-2007 00:00:00;7087,4;7175;6730;6775,5;864965
21-11-2007 00:00:00;6775,5;7150;6501;6754,5;638768
22-11-2007 00:00:00;6754,5;7150;6570;6837,3;504762
23-11-2007 00:00:00;6837,3;7170;6900;7100;811597
26-11-2007 00:00:00;7100;7251;7050;7070,2;708945
27-11-2007 00:00:00;7070,2;7110;7000;7086;646473
28-11-2007 00:00:00;7086;7350;7100;7348,1;583660
29-11-2007 00:00:00;7350;7380;7260;7299,7;630232
30-11-2007 00:00:00;7299,7;7480;7400;7450;589021
03-12-2007 00:00:00;7450;7540;7425;7448,6;342644
04-12-2007 00:00:00;7448,6;7480;7280,1;7317,6;207023
05-12-2007 00:00:00;7317,6;7480;7320;7349,6;341288
06-12-2007 00:00:00;7349,6;7500;7379,9;7482,5;691115
07-12-2007 00:00:00;7482,5;7650;7479,1;7516,2;517693
10-12-2007 00:00:00;7516,2;7650;7340;7340;523091
11-12-2007 00:00:00;7270;7600;7050;7055,4;976349
12-12-2007 00:00:00;7055,4;7570;6830;6844,4;1090014
13-12-2007 00:00:00;6844,4;7525;6670;6728,1;926120
14-12-2007 00:00:00;6728,1;7000;6660;6824,7;692639
17-12-2007 00:00:00;6800;6850;6560;6560,6;508499
18-12-2007 00:00:00;6560,6;7191;6560,6;6680,5;584303
19-12-2007 00:00:00;6680,5;6920;6679;6680;359715
20-12-2007 00:00:00;6680;6900;6680;6798,5;629420
21-12-2007 00:00:00;6798,5;7100;6890;7000;403983
24-12-2007 00:00:00;7000;7150;7050;7086,7;221528
26-12-2007 00:00:00;7086,7;7130;7050;7067,3;285719
27-12-2007 00:00:00;7067,3;7120;7050;7050;1209652
28-12-2007 00:00:00;7050;7098;7010;7010,3;1851995
02-01-2008 00:00:00;7010,3;7095;6699;6703,3;1720897
03-01-2008 00:00:00;6703,3;7095;6599,9;6809,9;659321
04-01-2008 00:00:00;6800;7095;6440;6479,8;609618
07-01-2008 00:00:00;6479,8;7095;6336;6346,7;647674
08-01-2008 00:00:00;6346,7;6450;5970;5996,3;1025921
09-01-2008 00:00:00;6090;6250;5650;5762,8;1155144
10-01-2008 00:00:00;5762,8;6340;5830;6108,8;1383734
11-01-2008 00:00:00;6108,8;6349,9;6100;6102,6;13986870
14-01-2008 00:00:00;6102,6;6163,6;5850;5875,1;867808
15-01-2008 00:00:00;5875,1;6120;5670;5756,5;571022
16-01-2008 00:00:00;5750;6100;5470;5742,5;973986
17-01-2008 00:00:00;5742,5;5800;5485;5516,5;484340
18-01-2008 00:00:00;5516,5;6054;5360;5395;741806
21-01-2008 00:00:00;5375;5994;4950;4966,4;1740799
22-01-2008 00:00:00;4966,4;5550;4710;5350;1605738
23-01-2008 00:00:00;5300;5550;4980;5450;925716
24-01-2008 00:00:00;5450;5750;5470;5630,7;1044628
25-01-2008 00:00:00;5630,7;5985;5550;5587;1457137
28-01-2008 00:00:00;5500;5994;5400,1;5498,3;714606
29-01-2008 00:00:00;5498,3;5940;5600;5782,4;869500
30-01-2008 00:00:00;5782,4;6100;5700;6014;1202252
31-01-2008 00:00:00;6014;6200;5850;6180,9;747193
01-02-2008 00:00:00;6100;6490;6100;6350;788732
04-02-2008 00:00:00;6350;6490;6200;6227,8;433337
05-02-2008 00:00:00;6227,8;6375;5900;5900,4;378361
06-02-2008 00:00:00;5900,4;6375;5975;6156,2;438915
07-02-2008 00:00:00;6156,2;6280;6000;6270,5;525049
08-02-2008 00:00:00;6270,5;6300;6200;6251,6;430220
11-02-2008 00:00:00;6251,6;6450;6200;6394,5;512229
12-02-2008 00:00:00;6489;6670;6400;6532,2;951280
13-02-2008 00:00:00;6532,2;6800;6450;6765,4;992488
14-02-2008 00:00:00;6775;6980;6700;6753,1;810097
15-02-2008 00:00:00;6753,1;6800;6650;6780,2;414643
18-02-2008 00:00:00;6780,2;6950,1;6800;6860;362994
19-02-2008 00:00:00;6860;6910,1;6602;6627,7;729377
20-02-2008 00:00:00;6627,7;6900;6400;6601;932722
21-02-2008 00:00:00;6601;6900;6534;6636,3;200613
22-02-2008 00:00:00;6636,3;6900;6600;6690;111235
25-02-2008 00:00:00;6700,1;6760;6600;6750;308317
26-02-2008 00:00:00;6750;6800;6613;6646,8;743693
27-02-2008 00:00:00;6646,8;6700;6520;6591,7;334244
28-02-2008 00:00:00;6591,7;6700;6400;6419,3;326710
29-02-2008 00:00:00;6419,3;6670;6221;6249,2;887306
03-03-2008 00:00:00;6249,2;6700;6000;6062,2;400501
04-03-2008 00:00:00;6062,2;6301;5945;6100;289397
05-03-2008 00:00:00;6100;6301;5999;6089;299751
06-03-2008 00:00:00;6089;6100;5810;5819,9;559480
07-03-2008 00:00:00;5819,9;6025;5720;5738,8;274231
10-03-2008 00:00:00;5738,8;6100;5500;5516,1;441653
11-03-2008 00:00:00;5516,1;6000;5520;5799,4;449124
12-03-2008 00:00:00;5810;6051;5799,9;5999,6;727618
13-03-2008 00:00:00;5999,6;6050;5750;6001,3;576469
14-03-2008 00:00:00;6001,3;6155;5895;6045,6;557944
17-03-2008 00:00:00;6045,6;6100;5839;6099,6;503488
18-03-2008 00:00:00;6101;6200;6031;6095,9;374332
19-03-2008 00:00:00;6095,9;6220;6010;6061,4;604826
20-03-2008 00:00:00;6070;6130;5990,1;6073,5;319109
24-03-2008 00:00:00;6073,5;6200;6114;6150,6;1142735
25-03-2008 00:00:00;6150,6;6286;6160;6281,2;525697
26-03-2008 00:00:00;6281,2;6290;6140;6165,9;379712
27-03-2008 00:00:00;6165,9;6255;6150;6199,3;279067
28-03-2008 00:00:00;6199,3;6300;6210;6260,5;414251
31-03-2008 00:00:00;6260,5;6250,1;6120;6235,7;678593
01-04-2008 00:00:00;6235,7;6390;6295;6331;555060
02-04-2008 00:00:00;6331;6350;6200;6210,2;482081
03-04-2008 00:00:00;6210,2;6250;6160;6231,5;472970
04-04-2008 00:00:00;6231,5;6270;6180;6258,9;110262
07-04-2008 00:00:00;6250;6305;6196,3;6272,1;232606
08-04-2008 00:00:00;6272,1;6270;6160;6190;260806
09-04-2008 00:00:00;6190;6250;6100;6249,3;395731
10-04-2008 00:00:00;6249,3;6400;6240;6319,5;598785
11-04-2008 00:00:00;6330;6399;6300;6350;210851
14-04-2008 00:00:00;6350;6450;6310;6433,4;199712
15-04-2008 00:00:00;6433,4;6545;6400;6451,1;753516
16-04-2008 00:00:00;6451,1;6580;6350;6382,6;561246
17-04-2008 00:00:00;6382,6;6550;6270;6390;611489
18-04-2008 00:00:00;6390;6500;6390;6429,8;589704
21-04-2008 00:00:00;6429,8;6480;6330;6377,2;270045
22-04-2008 00:00:00;6377,2;6480;6130;6138,9;513687
23-04-2008 00:00:00;6138,9;6400;6011;6170,2;739688
24-04-2008 00:00:00;6170,2;6400;6040;6149,9;224698
25-04-2008 00:00:00;6149,9;6400;6080;6117,2;334335
28-04-2008 00:00:00;6117,2;6400;6115;6184,7;346511
29-04-2008 00:00:00;6184,7;6160;6060;6085,3;102519
30-04-2008 00:00:00;6085,3;6150;6090;6113;2972656
02-05-2008 00:00:00;6113;6250;6150;6150,5;1198715
05-05-2008 00:00:00;6150,5;6160;5900;5970;1266936
06-05-2008 00:00:00;5970;5970,1;5800;5829,8;486311
07-05-2008 00:00:00;5829,8;5900;5600;5689,3;719660
08-05-2008 00:00:00;5680;5890;5520;5533,3;828230
09-05-2008 00:00:00;5533,3;5501;5400;5455,7;188894
12-05-2008 00:00:00;5455,7;5600;5481,1;5489,9;450878
13-05-2008 00:00:00;5489,9;5550;5480;5485;390043
14-05-2008 00:00:00;5485;5561;5450;5479,9;389395
15-05-2008 00:00:00;5479,9;5700;5470;5550,1;528443
16-05-2008 00:00:00;5550;5750;5500;5520,2;301170
19-05-2008 00:00:00;5520,2;5650;5520;5521,5;217505
20-05-2008 00:00:00;5521,5;5570;5400;5500;181406
22-05-2008 00:00:00;5500;5570;5289;5347,5;894338
23-05-2008 00:00:00;5350;5370;5200;5351,8;514515
26-05-2008 00:00:00;5351,8;5371,1;5320;5343,9;273616
27-05-2008 00:00:00;5343,9;5550;5345;5541,1;800307
28-05-2008 00:00:00;5625;5800;5544,1;5712,3;1291511
29-05-2008 00:00:00;5712,3;5920;5673;5899,7;757726
30-05-2008 00:00:00;5899,7;5999;5799,9;5851,4;242119
02-06-2008 00:00:00;5851,4;5920;5690;5705;497200
03-06-2008 00:00:00;5705;5913;5700;5793;310259
04-06-2008 00:00:00;5793;5913;5800;5862;586071
05-06-2008 00:00:00;5880;5901;5700;5700;228612
06-06-2008 00:00:00;5699;5901;5470;5503;467034
09-06-2008 00:00:00;5503;5850,1;5300;5490,8;443083
10-06-2008 00:00:00;5490,8;5500;5400;5469;165729
11-06-2008 00:00:00;5469;5469;5300;5384,8;349188
12-06-2008 00:00:00;5384,8;5600;5402;5457,4;288027
13-06-2008 00:00:00;5457,4;5580;5430;5471,1;287198
16-06-2008 00:00:00;5471,1;5570;5400;5450,1;263097
17-06-2008 00:00:00;5550;5570;5400;5408,6;181570
18-06-2008 00:00:00;5408,6;5550;5201;5321;326584
19-06-2008 00:00:00;5322;5550;5200;5498,5;391238
20-06-2008 00:00:00;5498,5;5500;5290;5300;124998
23-06-2008 00:00:00;5300;5500;5199;5240;147409
24-06-2008 00:00:00;5240;5250;5095;5126,4;819279
25-06-2008 00:00:00;5126,4;5501;5120;5326,1;1521728
26-06-2008 00:00:00;5326,1;5365;5180;5307,5;966659
27-06-2008 00:00:00;5307,5;5450;5250;5436,7;882393
30-06-2008 00:00:00;5444;5444;5300;5309,3;412869
01-07-2008 00:00:00;5309,3;5379;5050;5179,7;416383
02-07-2008 00:00:00;5179,7;5379;4760;4939,2;626056
03-07-2008 00:00:00;4939,2;5379;4600;4670;897343
04-07-2008 00:00:00;4670;5379;4660;4773,3;182155
07-07-2008 00:00:00;4773,3;4950;4770;4834,3;336356
08-07-2008 00:00:00;4912;5050;4912;5039;559662
09-07-2008 00:00:00;5039;5150;4940;4940;242769
10-07-2008 00:00:00;4940;5039;4750;4788,7;170148
11-07-2008 00:00:00;4788,7;5005;4580;4621,2;220914
14-07-2008 00:00:00;4700;5000;4515;4530;262474
15-07-2008 00:00:00;4530;4650;4350;4560;501798
17-07-2008 00:00:00;4821;5099;4720;5014,1;1389161
18-07-2008 00:00:00;5014,1;5250;4930;5191,1;959490
21-07-2008 00:00:00;5210;5299;4950;4957,6;434085
22-07-2008 00:00:00;4950;5240;4849;5204,1;1425176
23-07-2008 00:00:00;5300;5550;5300;5524,5;1462115
24-07-2008 00:00:00;5520;5520;5250;5420;697582
25-07-2008 00:00:00;5420;5650;5421,1;5444,7;959860
28-07-2008 00:00:00;5421;5623;5390;5399,9;446770
29-07-2008 00:00:00;5402;5700;5450;5698,06;858189
30-07-2008 00:00:00;5900;6090;5635;5749,7;1464390
31-07-2008 00:00:00;5749,7;5960;5675;5935,7;659420
01-08-2008 00:00:00;5946;5995;5800;5872,5;685472
04-08-2008 00:00:00;5872,5;6049,9;5850;5910,9;1249265
05-08-2008 00:00:00;6050;6200;6010;6188,1;1382981
06-08-2008 00:00:00;6188,1;6379;6090;6332,1;1088490
07-08-2008 00:00:00;6290;6350;6148;6201,8;786802
08-08-2008 00:00:00;6360;6420;6250;6312;550673
11-08-2008 00:00:00;6312;6399;6249;6325,8;546250
12-08-2008 00:00:00;6325,8;6460;6300;6349,3;695024
13-08-2008 00:00:00;6349,3;6350;6130;6248,9;2367379
14-08-2008 00:00:00;6248,9;6350;6248;6317,9;1716463
18-08-2008 00:00:00;6320;6320;6170;6192,8;281297
19-08-2008 00:00:00;6192,8;6200;5850;5899,3;849646
20-08-2008 00:00:00;5899,3;5960;5700;5841,3;1195880
21-08-2008 00:00:00;5841,3;5840;5700;5824,7;542730
22-08-2008 00:00:00;5824,7;6070;5850;6052,1;399698
25-08-2008 00:00:00;6052,1;6100;5950;5954,1;193649
26-08-2008 00:00:00;5954,1;6060;5880;5942,5;337832
27-08-2008 00:00:00;5942,5;6022;5899;5942,7;304653
28-08-2008 00:00:00;5942,7;6139;5950;6095,1;599850
29-08-2008 00:00:00;6095,1;6115;6000;6088,7;340843
01-09-2008 00:00:00;6088,7;6300;6099;6196,8;271568
02-09-2008 00:00:00;6400;6450;6300;6330,5;746661
03-09-2008 00:00:00;6330,5;6440;6250;6299,9;293946
04-09-2008 00:00:00;6299,9;6365;6121;6145,3;255703
05-09-2008 00:00:00;6145,3;6370;6050;6096,4;286385
08-09-2008 00:00:00;6096,4;6300;6040;6282,2;330158
09-09-2008 00:00:00;6282,2;6395;6250;6300,3;383409
10-09-2008 00:00:00;6300,3;6351,1;6201;6259,9;332661
11-09-2008 00:00:00;6259,9;6340;6240;6250;189998
12-09-2008 00:00:00;6250;6250;6100;6200;330876
15-09-2008 00:00:00;6200;6350;6051;6320,9;782280
16-09-2008 00:00:00;6320,9;6395;6250;6325,5;652682
17-09-2008 00:00:00;6325,5;6335;5950;6049,3;537507
22-09-2008 00:00:00;6405;6520;6150;6191,6;950642
